year,state,result,rep_incumbent,inc_pct,result_house_2,result_senate_2,result_house_4,result_senate_4,result_pres_4,result_house_6,result_senate_6,result_house_8,result_senate_8,result_pres_8,result_house_10,result_senate_10,result_house_12,result_senate_12,result_pres_12,result_house_14,result_senate_14,result_house_16,result_senate_16,result_pres_16,result_house_18,result_senate_18,result_house_20,result_senate_20,result_pres_20,result_house_22,result_senate_22,result_house_24,result_senate_24,result_pres_24,american_indian,asian,black,more_than_one,pacific_islander,white,hispanic,white_non_hispanic,hs_higher_pct,bachelor_higher_pct,urbanicity,unemployment_pct,white_evangelist_pct,gdp_1,gdp_4,household_income_1,household_income_4,unemployment_pct_1,unemployment_pct_4,nasdaq_1,nasdaq_3,nasdaq_6,nasdaq_12,nasdaq_48,spy_1,spy_3,spy_6,spy_12,spy_48
1976,AK,0.48495943706531075,1,0.48495943706531075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277772344022583,-2.497978731355353,,,,,,0.051,0.0119999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,AL,-0.2682663205348373,1,-0.2682663205348373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34745381575169815,-2.6337125814563778,,,,,,,,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,AR,-0.6211872188240238,1,-0.6211872188240238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2.6021527726798075,,,,,,0.03,-0.0089999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,AZ,0.3480021844758732,1,0.3480021844758732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.361479192000166,-2.2196470413920517,,,,,,0.056,0.015,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,CA,0.03671721675525783,1,0.03671721675525783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.301485587660629,-2.289455801552253,,,,,,0.059,0.03,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,CO,0.2374106174421739,1,0.2374106174421739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2950456896547458,-2.751535313041949,,,,,,0.0119999999999999,-0.0409999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,CT,0.10449564983761532,1,0.10449564983761532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289130612666243,-2.289455801552253,,,,,,0.06,0.0239999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,DC,-1.5982754958145777,1,-1.5982754958145777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21024036697596,-2.350827761940385,,,,,,0.0469999999999999,0.0119999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,DE,-0.1093142488264572,1,-0.1093142488264572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9544040252021891,-2.3762728087852047,,,,,,0.047,0.005,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,FL,-0.10731093591547763,1,-0.10731093591547763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4961529420185824,-2.277542956961881,,,,,,0.044,0.014,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
