year,state,american_indian,asian,black,more_than_one,pacific_islander,white,hispanic,white_non_hispanic
2010,OH,0.0025796725649552244,0.017190768814004897,0.1237846798404326,0.018636678406395314,0.0004632803524674358,0.8373449200217445,0.030937958996135776,0.025445669026311395
2010,OK,0.0898177506785879,0.01799833724023368,0.0758733877054713,0.05553888895094539,0.0014526541656493832,0.7593189812591123,0.08871456329683879,0.07275105890563173
2010,OR,0.017466060943075568,0.038140625920168106,0.019433168630299973,0.033326436686962266,0.003851611965142925,0.8877820958543512,0.11789122095135154,0.10236516752336217
2010,PA,0.003153624390567023,0.028420302207324666,0.11289262572527382,0.016026000585615784,0.0005661844173650028,0.8389412626738537,0.05714112191837787,0.04399049168911763
2010,RI,0.008800809112765347,0.030590306965694303,0.07171577826818748,0.023632013085463484,0.0015275229270754862,0.8637335696408139,0.12531665265646674,0.09545120750212999
2010,SC,0.005326751578891965,0.013343627031614078,0.2815785942846246,0.014912272754530673,0.0008602529074520595,0.6839785014428866,0.05105777888221481,0.04256159501415707
2010,SD,0.08946045849449824,0.009650903646563987,0.013157427226158518,0.019646088608944207,0.0006567074209163764,0.8674284146029186,0.027511875254994836,0.020661779750622708
2010,TN,0.004146003520090731,0.014884073965332173,0.16843394983697632,0.015278849025366619,0.0008581519240445861,0.7963989717281896,0.045805707733028216,0.03938766281521034
2010,TX,0.009986808836118775,0.04005875628127315,0.1221531804840183,0.016102712090141243,0.0012478856085974838,0.8104506566998511,0.37702261442553225,0.3570707066905471
2010,UT,0.014731861528356321,0.021045156162344127,0.012260877930599878,0.021150726036089043,0.009453367841110494,0.9213580105015001,0.1298858944596714,0.11629836712590162
2010,VT,0.00370354984773585,0.012973608612431018,0.010398059710554318,0.01631766807373867,0.0002796036338885995,0.9563275101216515,0.014844556356908447,0.012358480617876099
2010,VA,0.005195660420907068,0.056473551109894764,0.19737789263315422,0.024852056404757523,0.0010277911127661453,0.7150730483185203,0.07945472110931151,0.06625707065948622
2010,WA,0.01829509644729823,0.07362499442014685,0.03762845341004291,0.04174278871643208,0.006504069622330327,0.8222045973837496,0.11290997831976793,0.09649668271242112
2010,WV,0.0021523352918811495,0.006864714590417227,0.03450315893359363,0.013855085438165526,0.00025886267604684335,0.9423658430698956,0.012061382812057608,0.010252579863180289
2010,WI,0.010614637842678496,0.023342256918414392,0.06462042780489297,0.015727335447017488,0.00044319183880329067,0.8852521501481934,0.05937681112049511,0.05196415523453143
2010,WY,0.025633667593099405,0.008366236752277554,0.009179301048126675,0.017449883177363155,0.0009175758284310339,0.9384533356007022,0.08950438505591367,0.07949784865667253
2011,AL,0.006818841905292103,0.012009437370537219,0.26404719351985,0.014050631276249354,0.0010486198762324358,0.7020252760518388,0.03944627536803787,0.03310496907894381
2011,AK,0.1494665321056719,0.056339802505437124,0.03501216171130576,0.070432713272947,0.011440453298890148,0.677308337105748,0.05825162075395688,0.0408639037362826
2011,AR,0.05277893464594273,0.030778185736865978,0.04473619492397831,0.024737480180479672,0.0025478047448209726,0.8444213997679123,0.29907239083661546,0.270000722956782
2011,AZ,0.009078767428370528,0.013662863247601697,0.15573855217103622,0.017414939895370275,0.0024919773222923337,0.8016128999353289,0.06576045600226858,0.05901453840446808
2011,CA,0.016673658584657778,0.13762241469415,0.06633229808309321,0.0354890520486984,0.0049048377775388246,0.7389777388118618,0.37906533932084896,0.34094353721330445
2011,CO,0.015613541849704211,0.02965266795525098,0.0430041586130147,0.027049337160038267,0.0017308030223159375,0.8829494913996759,0.2088342216755501,0.18515570393799177
2011,CT,0.004827187630272483,0.04085345056277712,0.1109283426107776,0.02038158273124689,0.0009964799957198176,0.8220129564692061,0.13844189094897444,0.11376647145764737
2011,DE,0.006565740036800758,0.033908482905276614,0.22034729338137266,0.023196597582608888,0.0007668660959243711,0.7152150199980167,0.0837062990998138,0.06622153174891746
2011,DC,0.005502265069564236,0.03689242128681745,0.5065953021973593,0.024546583049863773,0.0013896725725064084,0.42507375582388884,0.09620661303583808,0.07152783375517903
2011,FL,0.004792920005119753,0.025874956384228535,0.16573631057777377,0.0182693734185429,0.0010211167768101011,0.784305322837525,0.22928406321561942,0.21053703510992855
2011,GA,0.004998658660108552,0.03458892267456034,0.3117578896796391,0.01786511730858876,0.001120095311634568,0.6296693163654687,0.08884097013045168,0.07432981456868527
2011,HI,0.003719296414369198,0.3872352239333934,0.01788393707568054,0.23280287511543518,0.1029036752244553,0.2554549922366664,0.0926359235757436,0.029910942748495536
2011,ID,0.016747755435935242,0.013229420200571619,0.007268953816011392,0.020977458416231557,0.0018065079733783087,0.9399699041578718,0.11444183827019602,0.1024300120181383
2011,IL,0.005758101453840184,0.04892427856453594,0.14796387225367416,0.01696710303554233,0.0005844052545803734,0.779802239437827,0.16024415394633248,0.14612353969599892
2011,IN,0.0038083547508535043,0.01754374928075492,0.09385707161763014,0.017274157044765814,0.000559438413441252,0.8669572288925543,0.06137650082473436,0.05418742567800836
2011,IA,0.004603863606423953,0.01940998548310732,0.03101469558219522,0.015372189390016604,0.0008774698608178241,0.9287217960774391,0.05163800895534458,0.04619645673039926
2011,KS,0.011653924814534877,0.02554189896632966,0.061034743631426115,0.02640506231189085,0.0009722348543059027,0.8743921354215126,0.10749502470138625,0.09569543889434247
2011,KY,0.0027953583963821866,0.012156308534537136,0.0798809467429087,0.016120784741159376,0.0007490590431948992,0.8882975425418177,0.03159363569785695,0.02711598312169098
2011,LA,0.007363025223305401,0.016429849457327887,0.32368269698905916,0.01382990067837292,0.0005847590294573453,0.6381097686224773,0.044093147131140736,0.03696350107205822
2011,ME,0.006662536611583374,0.01082972706257485,0.012941926557784766,0.015008208672664029,0.00029357013654022324,0.9542640309588527,0.013342386333783223,0.011179000250663733
2011,MD,0.005385222972819101,0.05842395887429988,0.3009802163986041,0.024692131711687926,0.0009492758946077739,0.6095691941479813,0.08427426196966872,0.06721178115766113
2011,MA,0.004633654348858777,0.05727132066103657,0.07873659440919546,0.01976318288874059,0.0009204413885360296,0.8386748063036326,0.09949898839137143,0.07704932011614979
2011,MI,0.00697911869945451,0.025835538876498993,0.14315606725978297,0.02122016344544545,0.0003618315109713567,0.8024472802078467,0.04524472346753579,0.03832338043719891
2011,MN,0.012938828643142771,0.042875124845229325,0.054628531670475926,0.021767958074447032,0.0005949553175651159,0.8671946014491398,0.048100482173784556,0.04063875869240754
2011,MS,0.005688205382278887,0.009343614128473687,0.372845650113942,0.010452992081290384,0.0005686191382969688,0.6011009191557181,0.028086227366424014,0.022667562225026156
2011,MO,0.0051753548636524396,0.017538314428010997,0.11716963485717119,0.01939202639347802,0.0012634786303259492,0.8394611908273614,0.03645406178019564,0.031210999766768
2011,MT,0.06480384313867019,0.007009397324158562,0.00493023684785638,0.023850196186935974,0.0007799358006572312,0.8986263907017217,0.030389426556713763,0.023285795344043916
2011,NE,0.013208112926513678,0.019031307274538625,0.04765839142947471,0.01837619791038582,0.0011543179094732291,0.9005716725496139,0.09472305604715918,0.08315271653102753
2011,NV,0.01602144251955502,0.07707158637639258,0.08676377033917483,0.037090221789427204,0.007262134948992191,0.7757908440264581,0.2689415188598784,0.2397002116387295
2011,NH,0.0027324142485406423,0.023510273816988832,0.013060001029956591,0.014678396054660403,0.0004187985253445053,0.945600116324509,0.02926439894459742,0.02479999151800455
2011,NJ,0.005778410774496203,0.08731114683359174,0.14635605023337916,0.018858245383840976,0.0009061508614323164,0.7407899959132597,0.18149669390858206,0.15229213125776458
2011,NM,0.10239884808384843,0.015822025878703728,0.02396589236254792,0.022917690957929202,0.0015504345397982513,0.8333451081771724,0.46802505110041925,0.43228864035157283
2011,NY,0.009520859084506035,0.07850221547051396,0.1748130159091414,0.021879062997229578,0.001264774354726873,0.7140200721838822,0.17910287944243466,0.13387797827488634
2011,NC,0.015508059757863022,0.023732484183261616,0.21967368377787438,0.0190680876823303,0.0011252819028393774,0.7208924026958313,0.08493823269761308,0.07009246278540866
2011,ND,0.05537645545172612,0.011277471605745078,0.013839008294360827,0.01681774287189691,0.0005499426717586204,0.9021393791045125,0.022321545791115144,0.017550027278323506
2011,OH,0.002609881484374966,0.01779904007843589,0.12432348395316539,0.019226666816794254,0.0004723822259908096,0.8355685454412387,0.03187705243537982,0.02616446679228304
2011,OK,0.09069146521453622,0.018865748316628062,0.07593781078244859,0.056410115645382314,0.001504688526043965,0.7565901715149609,0.091377957909895,0.0746202515609065
2011,OR,0.017548865486155297,0.03975317300303253,0.01966729947695028,0.0339316110427116,0.003985878483899488,0.8851131725072509,0.11953323183579709,0.10374387502995348
2011,PA,0.003243495044971967,0.02950595949557592,0.11381298201340985,0.016640396540313792,0.0005963731849528817,0.8362007937207756,0.05937749371384066,0.045509581352613925
2011,RI,0.00902992800539746,0.031980520558838293,0.07341988121412488,0.024144334612161936,0.0015818505658887732,0.8598434850435887,0.12937203284403825,0.09810415162232203
2011,SC,0.005342572905553695,0.013807995668415495,0.28086879942987447,0.015372844774544665,0.0008628927237298709,0.6837448944978818,0.05134104700646634,0.04267209969492719
2011,SD,0.09004054677446767,0.010270230898098915,0.014066331609488432,0.020065797460363705,0.0006652584553378493,0.8648918348022434,0.029920848811518196,0.02241726758443198
2011,TN,0.0042052729419786395,0.015541463850589457,0.16907103387998496,0.015790202268706862,0.0008799590269078096,0.7945120680318323,0.04679485236468677,0.04010422639695839
2011,TX,0.010004794602593889,0.0411708422653733,0.12256507027508604,0.01659600840755557,0.0012677855736428498,0.8083954988757484,0.3799892565963999,0.35967587145099583
2011,UT,0.014788277804758212,0.021605465687223626,0.012373183572385505,0.021653426517080982,0.009485231084159888,0.9200944153343917,0.13091139432079826,0.1170361486103616
2011,VT,0.003742045960041263,0.013922260469995871,0.010878559686988299,0.01674274589961368,0.0002710472148304281,0.9544433407685304,0.01577973108927498,0.01311868519779272
2011,VA,0.005223366747560024,0.05794293741500242,0.19692593722111015,0.025578353771834327,0.001040797972264394,0.7132886068722287,0.08150152849074914,0.06803878882365885
2011,WA,0.018499068250521167,0.07562791478377305,0.03834724354333422,0.042549380232440114,0.006594674256779113,0.8183817189331524,0.11497362349997708,0.09795006326639745
2011,WV,0.0022040217472096934,0.007340814367722608,0.03473811891160537,0.014376232760208682,0.00028438990286576687,0.9410564223103879,0.012839557773701044,0.010940932001727884
2011,WI,0.010781585182900327,0.024158406124251644,0.0650976893849109,0.016303822048988406,0.00045444667218148425,0.8832040505867672,0.06066433688992331,0.052960475582911545
2011,WY,0.026137859455039814,0.008544628901603726,0.009616011531460411,0.017855789783450312,0.0008687362442752396,0.9369769740841705,0.09092478999666954,0.08051405220523321
2012,AL,0.006805585313555198,0.012662997712924716,0.26497540189908636,0.014570347080698712,0.0010349555457008133,0.6999507124480342,0.03942360554013676,0.03307518614666846
2012,AK,0.14925356795884018,0.05771130663236682,0.03611745871019827,0.07087478277527674,0.012183741328115378,0.6738591425952026,0.06174108181333041,0.04352157195440676
2012,AR,0.05302955427598064,0.03175092704104605,0.04556960403541974,0.025395403291834595,0.002569877358479055,0.8416846339972399,0.3011318503116981,0.271535782747214
2012,AZ,0.009263849887364048,0.014504842059063773,0.15572005055410387,0.017972647683140098,0.0025981449949134335,0.7999404648214148,0.06731064900795021,0.06038519734658685
2012,CA,0.016659019103955137,0.13955149976606654,0.06603027138204903,0.036168038989313644,0.004932302400942891,0.7366588683576728,0.3808023713338972,0.3424002039186074
2012,CO,0.01563425407131002,0.030352776269528616,0.043384819183388976,0.027646207106356596,0.0017937254267703315,0.8811882179426455,0.20957167007466795,0.18567291659446325
2012,CT,0.004991362120331741,0.04230349762503508,0.11205072525645922,0.020902250243448856,0.0010052261188564454,0.8187469386358687,0.14213213077062792,0.11679648287680473
2012,DE,0.006457546438191276,0.03478140244102246,0.22120810295373766,0.023953652467783266,0.0007940859710022086,0.7128052097282631,0.08508734945681025,0.06735858825277057
2012,DC,0.005552610592115922,0.03763977871352462,0.4997129316053651,0.025136180527482278,0.0015100584046547551,0.4304484401568573,0.09901736095272101,0.07397241312051997
2012,FL,0.004853379046002242,0.026372892862590105,0.16699359279362322,0.018823059725989244,0.0010451757992533009,0.7819118997725419,0.23278858539957692,0.21343879312917366
2012,GA,0.005021416497872486,0.03587530973647913,0.3131427221267461,0.018460799024191253,0.0011435258765012247,0.6263562267382098,0.08925529959873096,0.07442227962009698
2012,HI,0.0037234831733681003,0.38430718485320015,0.018838889649433522,0.23362402065941848,0.10351928291233006,0.25598713875224965,0.09551612350639586,0.03157900772577962
2012,ID,0.016851200882255266,0.013521439178901066,0.0073431459167496915,0.021560739640706556,0.0018246642981120489,0.9388988100832754,0.11635555889743156,0.10396012306458384
2012,IL,0.005780084792171158,0.05052973178900707,0.14773668521587585,0.017468640332952756,0.0005972197997846624,0.7778876380702084,0.16181388709130437,0.1474939627939982
2012,IN,0.0038521245409649718,0.018651507136653693,0.09438064508137267,0.01780871630155671,0.0005750124369378813,0.864731994502514,0.06247617177517809,0.05512014166104271
2012,IA,0.004696370696726906,0.020620479946334622,0.031661013688051784,0.015949134892766743,0.0008859727695001762,0.9261870280066198,0.05291590993888543,0.0472061631983942
2012,KS,0.011703644876134086,0.026395483890639854,0.06156255110837609,0.026974827652160898,0.0009760833589741458,0.8723874091137149,0.10943568036856242,0.0973079225952383
2012,KY,0.0028170875813180213,0.012755406102968072,0.08050635103860306,0.01659736568923611,0.0007714457942530137,0.8865523437936217,0.032545896466732685,0.027908561453007328
2012,LA,0.00746773134767486,0.01669097820609739,0.32432578665195444,0.014297271204439223,0.0006069012033071226,0.6366113313865269,0.04512320224803333,0.037600712897052566
2012,ME,0.006706603598841648,0.01098943297688266,0.013294992673711349,0.015398006466409757,0.00030796012932819515,0.9533030041548264,0.01373697946079118,0.011491656464075585
2012,MD,0.005435285626340034,0.05991245462457809,0.3015905067187467,0.025388328698494916,0.0009771796123718343,0.6066962447194685,0.08648633960982444,0.06890984354766808
2012,MA,0.004699090027728473,0.059343943049117616,0.08036230230202292,0.020515528409792583,0.0009375371852486747,0.8341415990260898,0.10254868163334943,0.07916457153815369
2012,MI,0.0070428333624124335,0.02695041536976744,0.1429397545373751,0.021751638086137916,0.00036632593774540224,0.8009490327065617,0.04637296405469673,0.039248500422648804
2012,MN,0.013072245467224547,0.04426238958623896,0.055906648070664804,0.02228730822873082,0.0005948860994886099,0.8638765225476522,0.048913621571362156,0.04122733612273361
2012,MS,0.005738794390804259,0.009470619001078536,0.3735118185056016,0.010842662615647864,0.0005551834601566241,0.5998809220267112,0.02813041215922139,0.022745769197135026
2012,MO,0.005250889184532362,0.017990294434459056,0.11739791408169926,0.01993950574731909,0.0013081587586647055,0.8381132377933255,0.037259872881419215,0.03185515099749802
2012,MT,0.06539642768939062,0.007175094207343791,0.0054064658503358,0.024300714621457765,0.0007747707554911131,0.8969465268759809,0.03188609874044981,0.02436444897666526
2012,NE,0.013491461090332746,0.020060517098049242,0.04801339597592048,0.018855353993734662,0.0011593086442130863,0.8984199631977497,0.09710140471092539,0.08493648617811707
2012,NV,0.016103210950678952,0.07828190638583145,0.08891305694309334,0.03817908892508025,0.007315269230909363,0.7712074675644066,0.2712861655499568,0.2414705593022112
2012,NH,0.002775016098263954,0.02479849804895835,0.01367276702169661,0.015021020218513646,0.00042349946439773623,0.9433091991481697,0.030501020248709685,0.025829692823231627
2012,NJ,0.00588276457489771,0.08910211559982278,0.14696409124870233,0.01939411945119822,0.0009420427234971773,0.7377148664018818,0.1846451218906966,0.1545533402723208
2012,NM,0.10335989347204959,0.016247907401153894,0.02406746131536153,0.02334993042632735,0.0015552889163511303,0.8314195184687565,0.47176314774765715,0.43492766014518264
2012,NY,0.009631986983790327,0.08022667609805112,0.1750846336651994,0.022448087963224547,0.0012889819857219357,0.7113196333040127,0.18118608412371243,0.1351967946643676
2012,NC,0.015578236245373935,0.0248516941983078,0.22034330037193095,0.019622613648133013,0.0011723977394965653,0.7184317577967577,0.08597798767613397,0.07053582873333258
2012,ND,0.0551944029494736,0.011913526537715012,0.015487869307218322,0.017448773687141053,0.0005681923366660639,0.899387235181786,0.02500331089519486,0.01975999213929399
2012,OH,0.0026343239888663907,0.018542856700099065,0.1249385008411847,0.01977920297782758,0.0004840285721434155,0.8336210869198789,0.032824946058647365,0.02689704614443236
2012,OK,0.09126493721395432,0.019616057308630856,0.07609129373815234,0.05706251374590241,0.001613638029806353,0.7543515599635537,0.09393714064283694,0.07658483709141942
2012,OR,0.017696716649974794,0.040816881199517346,0.019872813582824243,0.03459704387218591,0.004093739086823883,0.8829228056086739,0.12082299386016059,0.10473802992844802
2012,PA,0.0033309257025717427,0.03053334203139871,0.11474930580588816,0.017223344156055198,0.00062142090729332,0.8335416613967929,0.06161754413361043,0.047039800619040166
2012,RI,0.009372514558348572,0.03295500112333668,0.07433929317949782,0.024779764393165944,0.0016191215601961525,0.8569343051854549,0.13371972323259326,0.10100266093338377
2012,SC,0.005344533947358216,0.014364401814187543,0.2800780754168179,0.015964095988431515,0.0008686112624488057,0.683380281570756,0.05171638136420919,0.04284548488491378
2012,SD,0.0903342171758055,0.011590688593635134,0.01650518852707712,0.020415921636631612,0.0006847680483151228,0.8604692160185355,0.03242154848721426,0.024151565192676458
2012,TN,0.0042848610045739055,0.016076051248560975,0.16991498434264513,0.016380121169462518,0.0009049294334726613,0.7924390528012848,0.04792702693659855,0.040963004774656774
2012,TX,0.010028132058892537,0.04254761134360676,0.12324989303836971,0.017120838272481495,0.0012788240508017905,0.8057747012358477,0.3821308903654791,0.3614407156538154
2012,UT,0.014903582367545319,0.022461710087711,0.012623040306977988,0.022233971212404693,0.009659982355492676,0.9181177136698683,0.13162991661954224,0.11733387149781406
2012,VT,0.0037055308360514146,0.014322411516681274,0.011140540359313559,0.017106748344804353,0.00030014640119675393,0.9534246225419526,0.016247818749890237,0.01347944715587337
2012,VA,0.005239967091120856,0.0596368395750768,0.19672826333356783,0.026264812904032705,0.0010517308428894152,0.7110783862533124,0.08339953216237131,0.06968440502153539
2012,WA,0.018712785016204016,0.07764431589660452,0.03916432887315236,0.04333981435940834,0.00670817364511258,0.8144305822095181,0.11682516986419997,0.09921246328421177
2012,WV,0.0022649379847381836,0.007603451190505673,0.03487369215578811,0.014846730402929614,0.00028210779748105735,0.9401290804685574,0.013340899277825573,0.011353762101293928
2012,WI,0.010932514104172038,0.0250074071484445,0.06541993506181364,0.016861029659183773,0.0004689883015124567,0.8813101257248735,0.06206272696682734,0.05404220545113685
2012,WY,0.026462917233151133,0.009154504591992452,0.013191573485752337,0.01818935379151522,0.0009346993701617602,0.9320669515274271,0.09395896340279127,0.08283448017535584
2013,AL,0.006783693801579854,0.013102322922535168,0.26602362040125127,0.015026535800045782,0.001018920081314914,0.698044906993273,0.03975671756644712,0.03337475520460569
2013,AK,0.14943616412653568,0.059463739076442534,0.0366757679365966,0.07141288403608333,0.012842551645413801,0.670168893178928,0.06445000582951252,0.04577794166691521
2013,AR,0.05320354078336742,0.03285790293141051,0.04634037159234267,0.0260839617224015,0.002590475214365705,0.8389237477561122,0.30341417609564275,0.2733256565114572
2013,AZ,0.009345510273913607,0.014790611861201253,0.15607478434931882,0.01857482235018286,0.0027005947388563734,0.7985136764265272,0.06871096677913796,0.06168097582165468
2013,CA,0.01663106755914868,0.1418996685502981,0.06565729681844674,0.03685744107613138,0.004960112687461272,0.7339944133085138,0.38243048371078114,0.3437308450242078
2013,CO,0.01573886491813157,0.03103396199495558,0.0438525726961543,0.028278010022816383,0.0018401471965976913,0.8792564431713444,0.2103505101907234,0.18611782633821902
2013,CT,0.005144068399951944,0.042979126712557346,0.11345428211642943,0.021480107859408997,0.0010064542109221,0.8159359607007302,0.14566749133431522,0.11962065658970263
2013,DE,0.006458441100272492,0.03652785202724493,0.222096569277819,0.024657436405782295,0.0008213734576251377,0.7094383277312561,0.0860548318186442,0.0681902296599146
2013,DC,0.005910439422983951,0.038529127830326956,0.49514472212032984,0.025822680678188777,0.0015516630113312838,0.4330413669368392,0.10218261124472228,0.07610976135699146
2013,FL,0.004867715190481349,0.026870941716613788,0.16783551774942285,0.01932437717110521,0.0010609831033428435,0.780040465069034,0.23694508471344505,0.21700971139152353
2013,GA,0.005023461264253791,0.03716380942604709,0.31486041129188125,0.01904177716971584,0.0011667477980254204,0.6227437930500767,0.08965803733753346,0.07457853127914614
2013,HI,0.0037726554525695935,0.38056475551915003,0.01940912336689802,0.23474647613396157,0.10377890180590593,0.25772808772151484,0.09840916737529652,0.03318659135078811
2013,ID,0.017054650188300262,0.013654017578826503,0.007601487047882421,0.02195461315477841,0.00192177304344212,0.9378134589867703,0.11871880142898528,0.10590842856903589
2013,IL,0.005781659702888806,0.05222267318807752,0.1475610854963539,0.017932148025501058,0.0006115955159898069,0.7758908380711889,0.16322140471090615,0.14873309698724652
2013,IN,0.003898136768852041,0.019653835471020422,0.09504099717300236,0.01835942820833793,0.0005973602005912724,0.862450242178196,0.06377645792034943,0.056216693363974994
2013,IA,0.004840761037319789,0.022103890353223323,0.03301685394166329,0.016526850111589286,0.0009441051605802967,0.922567539395624,0.054485307545245776,0.0485090992538628
2013,KS,0.011786245130957128,0.027362690745208005,0.06166728742572485,0.027495019531452444,0.0010309898124109891,0.8706577673542466,0.11125534065852055,0.09887586177826395
2013,KY,0.0028443992224930596,0.013428695778852556,0.08129218095416603,0.01721797560465324,0.0007896696684703508,0.8844270787713647,0.03352238509285199,0.028752371845462553
2013,LA,0.007554625554469914,0.01695186379711373,0.3251383472689384,0.014675186552645459,0.0006145645087374947,0.635065412318095,0.0466154637659856,0.038722968240655076
2013,ME,0.006736703290747834,0.011294327695829191,0.01367964755374873,0.015816574999830642,0.0003176412054408476,0.9521551052544027,0.014421813972148437,0.012076387440978576
2013,MD,0.005490281588949701,0.061206910082483336,0.302690189035065,0.02603204585434037,0.001017012598905994,0.6035635608402556,0.08868768413944718,0.07063039422993024
2013,MA,0.0047427030011803145,0.061289399296338226,0.0819854127036177,0.021274108516880764,0.0009716822746389586,0.8297366942073441,0.1054709360524354,0.0812152148914441
2013,MI,0.007073968799376932,0.028151242959768636,0.1424025411702624,0.022298276859184882,0.00037802066042266904,0.7996959495509844,0.04727446902116653,0.03998819139303034
