year,state,hs_higher_pct,bachelor_higher_pct
2020,VT,0.9420000000000001,0.42100000000000004
2020,VA,0.914,0.42
2020,WA,0.9209999999999999,0.384
2020,WV,0.8909999999999999,0.231
2020,WI,0.9309999999999999,0.318
2020,WY,0.938,0.282
2021,AL,0.879,0.27399999999999997
2021,AK,0.9329999999999999,0.32799999999999996
2021,AZ,0.89,0.324
2021,AR,0.887,0.253
2021,CA,0.8440000000000001,0.36200000000000004
2021,CO,0.924,0.444
2021,CT,0.9109999999999999,0.42100000000000004
2021,DE,0.914,0.35600000000000004
2021,DC,0.9279999999999999,0.63
2021,FL,0.898,0.332
2021,GA,0.89,0.34600000000000003
2021,HI,0.929,0.353
2021,ID,0.9129999999999999,0.307
2021,IL,0.902,0.371
2021,IN,0.9059999999999999,0.289
2021,IA,0.9329999999999999,0.305
2021,KS,0.919,0.354
2021,KY,0.88,0.27
2021,LA,0.867,0.264
2021,ME,0.945,0.36
2021,MD,0.9109999999999999,0.425
2021,MA,0.9109999999999999,0.466
2021,MI,0.92,0.317
2021,MN,0.941,0.389
2021,MS,0.865,0.248
2021,MO,0.9159999999999999,0.317
2021,MT,0.9440000000000001,0.348
2021,NE,0.922,0.344
2021,NV,0.872,0.276
2021,NH,0.9440000000000001,0.402
2021,NJ,0.91,0.431
2021,NM,0.875,0.301
2021,NY,0.88,0.39899999999999997
2021,NC,0.897,0.349
2021,ND,0.9359999999999999,0.317
2021,OH,0.917,0.307
2021,OK,0.887,0.27899999999999997
2021,OR,0.919,0.363
2021,PA,0.919,0.345
2021,RI,0.8909999999999999,0.365
2021,SC,0.8959999999999999,0.315
2021,SD,0.9309999999999999,0.317
2021,TN,0.897,0.305
2021,TX,0.8540000000000001,0.331
2021,UT,0.932,0.368
2021,VT,0.945,0.444
2021,VA,0.914,0.418
2021,WA,0.9229999999999999,0.39
2021,WV,0.888,0.24100000000000002
2021,WI,0.9329999999999999,0.325
2021,WY,0.9359999999999999,0.292
2022,AL,0.888,0.28800000000000003
2022,AK,0.9329999999999999,0.306
2022,AZ,0.892,0.33
2022,AR,0.8909999999999999,0.254
2022,CA,0.847,0.37
2022,CO,0.93,0.45899999999999996
2022,CT,0.915,0.419
2022,DE,0.92,0.365
2022,DC,0.937,0.654
