year,state,unemployment_pct,unemployment_pct_1,unemployment_pct_4
2017,FL,0.043,-0.006000000000000005,-0.032
2018,FL,0.036000000000000004,-0.006999999999999992,-0.027999999999999997
2019,FL,0.033,-0.0030000000000000027,-0.022
2020,FL,0.081,0.048,0.032
2021,FL,0.047,-0.034,0.0040000000000000036
2022,FL,0.03,-0.017,-0.006000000000000005
2023,FL,0.028999999999999998,-0.0010000000000000009,-0.0040000000000000036
1976,GA,0.08199999999999999,0.05299999999999999,0.000999999999999987
1977,GA,0.069,-0.012999999999999984,0.022000000000000006
1978,GA,0.057,-0.012000000000000004,0.027000000000000003
1979,GA,0.051,-0.006000000000000005,0.022
1980,GA,0.063,0.012000000000000004,-0.01899999999999999
1981,GA,0.065,0.0020000000000000018,-0.0040000000000000036
1982,GA,0.078,0.012999999999999998,0.020999999999999998
1983,GA,0.076,-0.0020000000000000018,0.025
1984,GA,0.061,-0.015,-0.0020000000000000018
1985,GA,0.063,0.0020000000000000018,-0.0020000000000000018
1986,GA,0.059000000000000004,-0.003999999999999997,-0.018999999999999996
1987,GA,0.055999999999999994,-0.0030000000000000096,-0.020000000000000004
1988,GA,0.055999999999999994,0.0,-0.0050000000000000044
1989,GA,0.054000000000000006,-0.001999999999999988,-0.008999999999999994
1990,GA,0.054000000000000006,0.0,-0.0049999999999999975
1991,GA,0.053,-0.0010000000000000078,-0.0029999999999999957
1992,GA,0.066,0.013000000000000005,0.010000000000000009
1993,GA,0.057,-0.009000000000000001,0.0029999999999999957
1994,GA,0.051,-0.006000000000000005,-0.0030000000000000096
1995,GA,0.048,-0.0029999999999999957,-0.0049999999999999975
1996,GA,0.046,-0.0020000000000000018,-0.020000000000000004
1997,GA,0.045,-0.0010000000000000009,-0.012000000000000004
1998,GA,0.042,-0.0029999999999999957,-0.008999999999999994
1999,GA,0.038,-0.0040000000000000036,-0.010000000000000002
2000,GA,0.035,-0.0029999999999999957,-0.010999999999999996
2001,GA,0.040999999999999995,0.0059999999999999915,-0.0040000000000000036
2002,GA,0.053,0.012000000000000004,0.010999999999999996
2003,GA,0.051,-0.0020000000000000018,0.012999999999999998
2004,GA,0.051,0.0,0.015999999999999993
2005,GA,0.057,0.006000000000000005,0.016000000000000007
2006,GA,0.051,-0.006000000000000005,-0.0020000000000000018
2007,GA,0.049,-0.001999999999999995,-0.001999999999999995
2008,GA,0.068,0.019000000000000003,0.017000000000000008
2009,GA,0.10400000000000001,0.036000000000000004,0.04700000000000001
2010,GA,0.107,0.002999999999999989,0.056
2011,GA,0.10099999999999999,-0.006000000000000005,0.05199999999999999
2012,GA,0.09,-0.010999999999999996,0.021999999999999992
2013,GA,0.081,-0.008999999999999994,-0.023000000000000007
2014,GA,0.071,-0.010000000000000009,-0.036000000000000004
2015,GA,0.061,-0.009999999999999995,-0.039999999999999994
2016,GA,0.054000000000000006,-0.006999999999999992,-0.03599999999999999
2017,GA,0.048,-0.006000000000000005,-0.033
2018,GA,0.04,-0.008,-0.030999999999999993
2019,GA,0.036000000000000004,-0.003999999999999997,-0.024999999999999994
2020,GA,0.065,0.028999999999999998,0.010999999999999996
2021,GA,0.039,-0.026000000000000002,-0.009000000000000001
2022,GA,0.031,-0.008,-0.009000000000000001
2023,GA,0.032,0.0010000000000000009,-0.0040000000000000036
1976,HI,0.092,0.06,0.026999999999999996
1977,HI,0.077,-0.015,0.038
1978,HI,0.069,-0.007999999999999993,0.038000000000000006
1979,HI,0.057,-0.012000000000000004,0.025
1980,HI,0.049,-0.008,-0.043
1981,HI,0.052000000000000005,0.0030000000000000027,-0.024999999999999994
1982,HI,0.061,0.008999999999999994,-0.008000000000000007
1983,HI,0.059000000000000004,-0.001999999999999995,0.0020000000000000018
1984,HI,0.054000000000000006,-0.0049999999999999975,0.0050000000000000044
1985,HI,0.052000000000000005,-0.0020000000000000018,0.0
1986,HI,0.047,-0.0050000000000000044,-0.013999999999999999
1987,HI,0.037000000000000005,-0.009999999999999995,-0.022
1988,HI,0.031,-0.006000000000000005,-0.023000000000000007
1989,HI,0.025,-0.005999999999999998,-0.027000000000000003
1990,HI,0.026000000000000002,0.0010000000000000009,-0.020999999999999998
1991,HI,0.027999999999999997,0.001999999999999995,-0.009000000000000008
1992,HI,0.040999999999999995,0.012999999999999998,0.009999999999999995
1993,HI,0.044000000000000004,0.0030000000000000096,0.019000000000000003
1994,HI,0.052000000000000005,0.008,0.026000000000000002
1995,HI,0.055,0.0029999999999999957,0.027000000000000003
1996,HI,0.059000000000000004,0.0040000000000000036,0.01800000000000001
1997,HI,0.059000000000000004,0.0,0.015
1998,HI,0.057999999999999996,-0.0010000000000000078,0.0059999999999999915
1999,HI,0.052000000000000005,-0.0059999999999999915,-0.0029999999999999957
2000,HI,0.042,-0.010000000000000002,-0.017
2001,HI,0.043,0.000999999999999994,-0.016000000000000007
2002,HI,0.04,-0.0029999999999999957,-0.017999999999999995
2003,HI,0.039,-0.0010000000000000009,-0.013000000000000005
2004,HI,0.033,-0.005999999999999998,-0.009000000000000001
2005,HI,0.027999999999999997,-0.0050000000000000044,-0.015
2006,HI,0.025,-0.0029999999999999957,-0.015
2007,HI,0.027000000000000003,0.0020000000000000018,-0.011999999999999997
2008,HI,0.04,0.012999999999999998,0.006999999999999999
2009,HI,0.067,0.027000000000000003,0.03900000000000001
2010,HI,0.068,0.0010000000000000009,0.043000000000000003
2011,HI,0.068,0.0,0.041
2012,HI,0.059000000000000004,-0.009000000000000001,0.019000000000000003
2013,HI,0.048,-0.011000000000000003,-0.019000000000000003
2014,HI,0.042,-0.005999999999999998,-0.026000000000000002
2015,HI,0.034,-0.008,-0.034
2016,HI,0.028999999999999998,-0.0050000000000000044,-0.030000000000000006
2017,HI,0.022000000000000002,-0.006999999999999996,-0.026
2018,HI,0.024,0.0019999999999999983,-0.018000000000000002
2019,HI,0.025,0.0010000000000000009,-0.009000000000000001
2020,HI,0.11699999999999999,0.092,0.088
2021,HI,0.06,-0.056999999999999995,0.03799999999999999
2022,HI,0.033,-0.026999999999999996,0.009000000000000001
2023,HI,0.03,-0.0030000000000000027,0.0049999999999999975
1976,ID,0.055999999999999994,0.025999999999999995,-0.061
1977,ID,0.059000000000000004,0.0030000000000000096,-0.000999999999999994
1978,ID,0.055,-0.0040000000000000036,0.022
1979,ID,0.057999999999999996,0.0029999999999999957,0.027999999999999997
1980,ID,0.076,0.018000000000000002,0.020000000000000004
1981,ID,0.076,0.0,0.016999999999999994
1982,ID,0.099,0.023000000000000007,0.044000000000000004
1983,ID,0.091,-0.008000000000000007,0.033
1984,ID,0.07200000000000001,-0.01899999999999999,-0.00399999999999999
1985,ID,0.078,0.0059999999999999915,0.0020000000000000018
1986,ID,0.084,0.006000000000000005,-0.015
1987,ID,0.077,-0.007000000000000006,-0.013999999999999999
1988,ID,0.062,-0.015,-0.010000000000000009
1989,ID,0.055,-0.006999999999999999,-0.023
1990,ID,0.055999999999999994,0.000999999999999994,-0.02800000000000001
1991,ID,0.063,0.007000000000000006,-0.013999999999999999
1992,ID,0.065,0.0020000000000000018,0.0030000000000000027
1993,ID,0.061,-0.0040000000000000036,0.005999999999999998
1994,ID,0.055,-0.005999999999999998,-0.000999999999999994
1995,ID,0.055,0.0,-0.008
1996,ID,0.054000000000000006,-0.000999999999999994,-0.010999999999999996
1997,ID,0.052000000000000005,-0.0020000000000000018,-0.008999999999999994
1998,ID,0.052000000000000005,0.0,-0.0029999999999999957
1999,ID,0.05,-0.0020000000000000018,-0.0049999999999999975
2000,ID,0.047,-0.0030000000000000027,-0.007000000000000006
2001,ID,0.051,0.003999999999999997,-0.0010000000000000078
2002,ID,0.055999999999999994,0.0049999999999999975,0.00399999999999999
2003,ID,0.055999999999999994,0.0,0.0059999999999999915
2004,ID,0.049,-0.006999999999999992,0.0020000000000000018
2005,ID,0.04,-0.009000000000000001,-0.010999999999999996
2006,ID,0.034,-0.005999999999999998,-0.021999999999999992
2007,ID,0.031,-0.0030000000000000027,-0.024999999999999994
2008,ID,0.05,0.019000000000000003,0.0010000000000000009
2009,ID,0.087,0.03699999999999999,0.04699999999999999
2010,ID,0.08800000000000001,0.0010000000000000148,0.054000000000000006
2011,ID,0.08199999999999999,-0.006000000000000019,0.05099999999999999
2012,ID,0.07400000000000001,-0.00799999999999998,0.024000000000000007
2013,ID,0.068,-0.006000000000000005,-0.01899999999999999
2014,ID,0.044000000000000004,-0.024,-0.044000000000000004
2015,ID,0.039,-0.0050000000000000044,-0.04299999999999999
2016,ID,0.037000000000000005,-0.001999999999999995,-0.037000000000000005
2017,ID,0.032,-0.0050000000000000044,-0.036000000000000004
2018,ID,0.028999999999999998,-0.0030000000000000027,-0.015000000000000006
2019,ID,0.028999999999999998,0.0,-0.010000000000000002
2020,ID,0.055,0.026000000000000002,0.017999999999999995
2021,ID,0.036000000000000004,-0.018999999999999996,0.0040000000000000036
2022,ID,0.027999999999999997,-0.008000000000000007,-0.0010000000000000009
2023,ID,0.031,0.0030000000000000027,0.0020000000000000018
1976,IL,0.065,0.034,0.010000000000000002
1977,IL,0.062,-0.0030000000000000027,0.025999999999999995
1978,IL,0.06,-0.0020000000000000018,0.032
1979,IL,0.055999999999999994,-0.0040000000000000036,0.024999999999999994
1980,IL,0.08199999999999999,0.025999999999999995,0.016999999999999987
1981,IL,0.086,0.0040000000000000036,0.023999999999999994
1982,IL,0.114,0.02800000000000001,0.054000000000000006
1983,IL,0.11699999999999999,0.002999999999999989,0.061
1984,IL,0.091,-0.025999999999999995,0.009000000000000008
1985,IL,0.091,0.0,0.0050000000000000044
1986,IL,0.083,-0.007999999999999993,-0.031
1987,IL,0.075,-0.008000000000000007,-0.041999999999999996
1988,IL,0.067,-0.007999999999999993,-0.023999999999999994
1989,IL,0.061,-0.006000000000000005,-0.03
1990,IL,0.063,0.0020000000000000018,-0.020000000000000004
1991,IL,0.073,0.009999999999999995,-0.0020000000000000018
1992,IL,0.079,0.006000000000000005,0.011999999999999997
1993,IL,0.075,-0.0040000000000000036,0.013999999999999999
1994,IL,0.057999999999999996,-0.017,-0.0050000000000000044
1995,IL,0.052000000000000005,-0.0059999999999999915,-0.02099999999999999
1996,IL,0.053,0.000999999999999994,-0.026000000000000002
1997,IL,0.048,-0.0049999999999999975,-0.026999999999999996
1998,IL,0.045,-0.0030000000000000027,-0.012999999999999998
1999,IL,0.044000000000000004,-0.000999999999999994,-0.008
2000,IL,0.044000000000000004,0.0,-0.008999999999999994
2001,IL,0.054000000000000006,0.010000000000000002,0.006000000000000005
2002,IL,0.066,0.011999999999999997,0.021000000000000005
2003,IL,0.067,0.0010000000000000009,0.023
2004,IL,0.062,-0.0050000000000000044,0.017999999999999995
2005,IL,0.057,-0.0049999999999999975,0.0029999999999999957
2006,IL,0.046,-0.011000000000000003,-0.020000000000000004
2007,IL,0.051,0.0049999999999999975,-0.016000000000000007
2008,IL,0.065,0.014000000000000005,0.0030000000000000027
2009,IL,0.102,0.03699999999999999,0.04499999999999999
2010,IL,0.105,0.0030000000000000027,0.059
2011,IL,0.098,-0.006999999999999992,0.04700000000000001
2012,IL,0.09,-0.008000000000000007,0.024999999999999994
2013,IL,0.091,0.0010000000000000009,-0.010999999999999996
2014,IL,0.07200000000000001,-0.01899999999999999,-0.03299999999999999
2015,IL,0.06,-0.01200000000000001,-0.038000000000000006
2016,IL,0.059000000000000004,-0.000999999999999994,-0.030999999999999993
2017,IL,0.049,-0.010000000000000002,-0.041999999999999996
2018,IL,0.044000000000000004,-0.0049999999999999975,-0.028000000000000004
2019,IL,0.04,-0.0040000000000000036,-0.019999999999999997
2020,IL,0.09300000000000001,0.05300000000000001,0.03400000000000001
2021,IL,0.061,-0.032000000000000015,0.011999999999999997
2022,IL,0.046,-0.015,0.001999999999999995
2023,IL,0.045,-0.0010000000000000009,0.0049999999999999975
1976,IN,0.061,0.016,-0.032000000000000015
1977,IN,0.057999999999999996,-0.0030000000000000027,-0.0030000000000000027
1978,IN,0.055999999999999994,-0.0020000000000000018,0.009999999999999995
1979,IN,0.064,0.008000000000000007,0.019000000000000003
1980,IN,0.09699999999999999,0.03299999999999999,0.03599999999999999
1981,IN,0.09699999999999999,0.0,0.03899999999999999
1982,IN,0.12,0.023000000000000007,0.064
1983,IN,0.111,-0.008999999999999994,0.047
1984,IN,0.085,-0.025999999999999995,-0.011999999999999983
1985,IN,0.077,-0.008000000000000007,-0.01999999999999999
1986,IN,0.068,-0.008999999999999994,-0.05199999999999999
1987,IN,0.061,-0.007000000000000006,-0.05
1988,IN,0.052000000000000005,-0.008999999999999994,-0.033
1989,IN,0.047,-0.0050000000000000044,-0.03
1990,IN,0.051,0.003999999999999997,-0.017000000000000008
1991,IN,0.057,0.006000000000000005,-0.003999999999999997
1992,IN,0.061,0.003999999999999997,0.008999999999999994
1993,IN,0.051,-0.010000000000000002,0.003999999999999997
1994,IN,0.047,-0.003999999999999997,-0.003999999999999997
1995,IN,0.044000000000000004,-0.0029999999999999957,-0.012999999999999998
1996,IN,0.04,-0.0040000000000000036,-0.020999999999999998
1997,IN,0.034,-0.005999999999999998,-0.016999999999999994
1998,IN,0.03,-0.0040000000000000036,-0.017
1999,IN,0.028999999999999998,-0.0010000000000000009,-0.015000000000000006
2000,IN,0.03,0.0010000000000000009,-0.010000000000000002
2001,IN,0.042,0.012000000000000004,0.008
2002,IN,0.052000000000000005,0.010000000000000002,0.022000000000000006
2003,IN,0.053,0.000999999999999994,0.024
2004,IN,0.054000000000000006,0.0010000000000000078,0.024000000000000007
2005,IN,0.054000000000000006,0.0,0.012000000000000004
2006,IN,0.05,-0.0040000000000000036,-0.0020000000000000018
2007,IN,0.046,-0.0040000000000000036,-0.006999999999999999
2008,IN,0.059000000000000004,0.013000000000000005,0.0049999999999999975
2009,IN,0.105,0.04599999999999999,0.05099999999999999
2010,IN,0.10099999999999999,-0.0040000000000000036,0.05099999999999999
2011,IN,0.08900000000000001,-0.011999999999999983,0.04300000000000001
2012,IN,0.08199999999999999,-0.00700000000000002,0.022999999999999986
2013,IN,0.075,-0.006999999999999992,-0.03
2014,IN,0.059000000000000004,-0.015999999999999993,-0.04199999999999999
2015,IN,0.048,-0.011000000000000003,-0.04100000000000001
2016,IN,0.044000000000000004,-0.003999999999999997,-0.037999999999999985
2017,IN,0.035,-0.009000000000000001,-0.039999999999999994
2018,IN,0.034,-0.0010000000000000009,-0.025
2019,IN,0.033,-0.0010000000000000009,-0.015
2020,IN,0.073,0.039999999999999994,0.02899999999999999
2021,IN,0.039,-0.033999999999999996,0.003999999999999997
2022,IN,0.031,-0.008,-0.0030000000000000027
2023,IN,0.033,0.0020000000000000018,0.0
1976,IA,0.040999999999999995,0.007999999999999993,-0.032
1977,IA,0.04,-0.000999999999999994,0.0010000000000000009
1978,IA,0.039,-0.0010000000000000009,0.008
1979,IA,0.042,0.0030000000000000027,0.009000000000000001
1980,IA,0.059000000000000004,0.017,0.01800000000000001
1981,IA,0.065,0.005999999999999998,0.025
1982,IA,0.084,0.019000000000000003,0.045000000000000005
1983,IA,0.08199999999999999,-0.0020000000000000157,0.03999999999999999
1984,IA,0.07,-0.011999999999999983,0.011000000000000003
1985,IA,0.07400000000000001,0.0040000000000000036,0.009000000000000008
1986,IA,0.068,-0.006000000000000005,-0.016
1987,IA,0.055999999999999994,-0.01200000000000001,-0.025999999999999995
1988,IA,0.047,-0.008999999999999994,-0.023000000000000007
1989,IA,0.043,-0.0040000000000000036,-0.031000000000000014
1990,IA,0.044000000000000004,0.0010000000000000078,-0.024
1991,IA,0.047,0.0029999999999999957,-0.008999999999999994
1992,IA,0.045,-0.0020000000000000018,-0.0020000000000000018
1993,IA,0.040999999999999995,-0.0040000000000000036,-0.0020000000000000018
1994,IA,0.036000000000000004,-0.0049999999999999906,-0.008
1995,IA,0.035,-0.0010000000000000009,-0.011999999999999997
1996,IA,0.036000000000000004,0.0010000000000000009,-0.008999999999999994
1997,IA,0.031,-0.0050000000000000044,-0.009999999999999995
1998,IA,0.027999999999999997,-0.0030000000000000027,-0.008000000000000007
1999,IA,0.027000000000000003,-0.000999999999999994,-0.008
2000,IA,0.027000000000000003,0.0,-0.009000000000000001
2001,IA,0.033,0.005999999999999998,0.0020000000000000018
2002,IA,0.04,0.006999999999999999,0.012000000000000004
2003,IA,0.044000000000000004,0.0040000000000000036,0.017
2004,IA,0.045,0.000999999999999994,0.017999999999999995
2005,IA,0.043,-0.0020000000000000018,0.009999999999999995
2006,IA,0.037000000000000005,-0.0059999999999999915,-0.0029999999999999957
2007,IA,0.037000000000000005,0.0,-0.006999999999999999
2008,IA,0.040999999999999995,0.00399999999999999,-0.0040000000000000036
2009,IA,0.064,0.023000000000000007,0.021000000000000005
2010,IA,0.061,-0.0030000000000000027,0.023999999999999994
2011,IA,0.055999999999999994,-0.0050000000000000044,0.01899999999999999
2012,IA,0.051,-0.0049999999999999975,0.010000000000000002
2013,IA,0.047,-0.003999999999999997,-0.017
2014,IA,0.042,-0.0049999999999999975,-0.018999999999999996
2015,IA,0.037000000000000005,-0.0049999999999999975,-0.01899999999999999
2016,IA,0.036000000000000004,-0.0010000000000000009,-0.014999999999999993
2017,IA,0.031,-0.0050000000000000044,-0.016
2018,IA,0.026000000000000002,-0.0049999999999999975,-0.016
2019,IA,0.027000000000000003,0.0010000000000000009,-0.010000000000000002
2020,IA,0.052000000000000005,0.025,0.016
2021,IA,0.038,-0.014000000000000005,0.006999999999999999
2022,IA,0.027999999999999997,-0.010000000000000002,0.001999999999999995
2023,IA,0.028999999999999998,0.0010000000000000009,0.001999999999999995
1976,KS,0.040999999999999995,0.011999999999999997,-0.01100000000000001
1977,KS,0.039,-0.001999999999999995,0.0010000000000000009
1978,KS,0.031,-0.008,0.0030000000000000027
1979,KS,0.031,0.0,0.0020000000000000018
1980,KS,0.044000000000000004,0.013000000000000005,0.0030000000000000096
1981,KS,0.043,-0.0010000000000000078,0.003999999999999997
1982,KS,0.063,0.020000000000000004,0.032
1983,KS,0.059000000000000004,-0.003999999999999997,0.028000000000000004
1984,KS,0.05,-0.009000000000000001,0.005999999999999998
1985,KS,0.052000000000000005,0.0020000000000000018,0.009000000000000008
1986,KS,0.053,0.000999999999999994,-0.010000000000000002
1987,KS,0.048,-0.0049999999999999975,-0.011000000000000003
1988,KS,0.045,-0.0030000000000000027,-0.0050000000000000044
1989,KS,0.042,-0.0029999999999999957,-0.010000000000000002
1990,KS,0.042,0.0,-0.010999999999999996
1991,KS,0.045,0.0029999999999999957,-0.0030000000000000027
1992,KS,0.046,0.0010000000000000009,0.0010000000000000009
1993,KS,0.049,0.0030000000000000027,0.006999999999999999
1994,KS,0.048,-0.0010000000000000009,0.005999999999999998
1995,KS,0.043,-0.0050000000000000044,-0.0020000000000000018
1996,KS,0.043,0.0,-0.0030000000000000027
1997,KS,0.038,-0.0049999999999999975,-0.011000000000000003
1998,KS,0.037000000000000005,-0.000999999999999994,-0.010999999999999996
1999,KS,0.035,-0.0020000000000000018,-0.007999999999999993
2000,KS,0.038,0.0029999999999999957,-0.0049999999999999975
2001,KS,0.043,0.0049999999999999975,0.0049999999999999975
2002,KS,0.051,0.008,0.013999999999999992
2003,KS,0.055,0.0040000000000000036,0.019999999999999997
2004,KS,0.055,0.0,0.017
2005,KS,0.051,-0.0040000000000000036,0.008
2006,KS,0.044000000000000004,-0.006999999999999992,-0.006999999999999992
2007,KS,0.043,-0.0010000000000000078,-0.012000000000000004
2008,KS,0.046,0.0030000000000000027,-0.009000000000000001
2009,KS,0.069,0.023000000000000007,0.01800000000000001
2010,KS,0.07,0.0010000000000000009,0.026000000000000002
2011,KS,0.064,-0.006000000000000005,0.021000000000000005
2012,KS,0.057,-0.006999999999999999,0.011000000000000003
2013,KS,0.053,-0.0040000000000000036,-0.016000000000000007
2014,KS,0.045,-0.008,-0.02500000000000001
2015,KS,0.042,-0.0029999999999999957,-0.022
2016,KS,0.04,-0.0020000000000000018,-0.017
2017,KS,0.036000000000000004,-0.003999999999999997,-0.016999999999999994
2018,KS,0.034,-0.0020000000000000018,-0.010999999999999996
2019,KS,0.032,-0.0020000000000000018,-0.010000000000000002
2020,KS,0.057999999999999996,0.025999999999999995,0.017999999999999995
2021,KS,0.033,-0.024999999999999994,-0.0030000000000000027
2022,KS,0.026000000000000002,-0.006999999999999999,-0.008
2023,KS,0.027000000000000003,0.0010000000000000009,-0.0049999999999999975
1976,KY,0.055,0.027999999999999997,-0.0029999999999999957
1977,KY,0.048,-0.006999999999999999,0.015
1978,KY,0.051,0.0029999999999999957,0.024999999999999994
1979,KY,0.055,0.0040000000000000036,0.027999999999999997
1980,KY,0.08,0.025,0.025
1981,KY,0.086,0.0059999999999999915,0.03799999999999999
1982,KY,0.10800000000000001,0.02200000000000002,0.057000000000000016
1983,KY,0.11199999999999999,0.003999999999999976,0.05699999999999999
1984,KY,0.091,-0.02099999999999999,0.010999999999999996
1985,KY,0.09,-0.0010000000000000009,0.0040000000000000036
1986,KY,0.092,0.0020000000000000018,-0.016000000000000014
1987,KY,0.083,-0.008999999999999994,-0.028999999999999984
1988,KY,0.075,-0.008000000000000007,-0.016
1989,KY,0.064,-0.010999999999999996,-0.025999999999999995
1990,KY,0.06,-0.0040000000000000036,-0.032
1991,KY,0.073,0.012999999999999998,-0.010000000000000009
1992,KY,0.069,-0.00399999999999999,-0.0059999999999999915
1993,KY,0.062,-0.007000000000000006,-0.0020000000000000018
1994,KY,0.054000000000000006,-0.007999999999999993,-0.0059999999999999915
1995,KY,0.054000000000000006,0.0,-0.01899999999999999
1996,KY,0.054000000000000006,0.0,-0.015
1997,KY,0.052000000000000005,-0.0020000000000000018,-0.009999999999999995
1998,KY,0.045,-0.007000000000000006,-0.009000000000000008
1999,KY,0.045,0.0,-0.009000000000000008
2000,KY,0.040999999999999995,-0.0040000000000000036,-0.013000000000000012
2001,KY,0.052000000000000005,0.01100000000000001,0.0
2002,KY,0.057999999999999996,0.0059999999999999915,0.012999999999999998
2003,KY,0.062,0.0040000000000000036,0.017
2004,KY,0.055,-0.006999999999999999,0.014000000000000005
2005,KY,0.059000000000000004,0.0040000000000000036,0.006999999999999999
2006,KY,0.057,-0.0020000000000000018,-0.000999999999999994
2007,KY,0.054000000000000006,-0.0029999999999999957,-0.007999999999999993
2008,KY,0.065,0.010999999999999996,0.010000000000000002
2009,KY,0.10800000000000001,0.04300000000000001,0.04900000000000001
2010,KY,0.10300000000000001,-0.0050000000000000044,0.046000000000000006
2011,KY,0.094,-0.009000000000000008,0.039999999999999994
2012,KY,0.08199999999999999,-0.01200000000000001,0.016999999999999987
2013,KY,0.079,-0.002999999999999989,-0.029000000000000012
2014,KY,0.064,-0.015,-0.03900000000000001
2015,KY,0.052000000000000005,-0.011999999999999997,-0.041999999999999996
2016,KY,0.05,-0.0020000000000000018,-0.03199999999999999
2017,KY,0.048,-0.0020000000000000018,-0.031
2018,KY,0.042,-0.005999999999999998,-0.022
2019,KY,0.040999999999999995,-0.0010000000000000078,-0.01100000000000001
2020,KY,0.065,0.024000000000000007,0.015
2021,KY,0.045,-0.020000000000000004,-0.0030000000000000027
2022,KY,0.04,-0.0049999999999999975,-0.0020000000000000018
2023,KY,0.042,0.0020000000000000018,0.0010000000000000078
1976,LA,0.066,0.024,0.0010000000000000009
1977,LA,0.069,0.0030000000000000027,0.024000000000000007
1978,LA,0.068,-0.0010000000000000009,0.028000000000000004
1979,LA,0.066,-0.0020000000000000018,0.024
1980,LA,0.07,0.0040000000000000036,0.0040000000000000036
1981,LA,0.084,0.013999999999999999,0.015
1982,LA,0.102,0.017999999999999988,0.03399999999999999
1983,LA,0.11599999999999999,0.013999999999999999,0.04999999999999999
1984,LA,0.102,-0.013999999999999999,0.03199999999999999
1985,LA,0.115,0.013000000000000012,0.031
1986,LA,0.125,0.009999999999999995,0.023000000000000007
1987,LA,0.11800000000000001,-0.006999999999999992,0.0020000000000000157
1988,LA,0.106,-0.01200000000000001,0.0040000000000000036
1989,LA,0.079,-0.026999999999999996,-0.036000000000000004
1990,LA,0.062,-0.017,-0.063
1991,LA,0.07200000000000001,0.010000000000000009,-0.046
1992,LA,0.078,0.0059999999999999915,-0.027999999999999997
1993,LA,0.07400000000000001,-0.00399999999999999,-0.0049999999999999906
1994,LA,0.077,0.002999999999999989,0.015
1995,LA,0.069,-0.007999999999999993,-0.0030000000000000027
1996,LA,0.065,-0.0040000000000000036,-0.012999999999999998
1997,LA,0.059000000000000004,-0.005999999999999998,-0.015000000000000006
1998,LA,0.055,-0.0040000000000000036,-0.022
1999,LA,0.05,-0.0049999999999999975,-0.019000000000000003
2000,LA,0.052000000000000005,0.0020000000000000018,-0.012999999999999998
2001,LA,0.055999999999999994,0.00399999999999999,-0.0030000000000000096
2002,LA,0.06,0.0040000000000000036,0.0049999999999999975
2003,LA,0.063,0.0030000000000000027,0.012999999999999998
2004,LA,0.057,-0.005999999999999998,0.0049999999999999975
2005,LA,0.07200000000000001,0.015000000000000006,0.016000000000000014
2006,LA,0.040999999999999995,-0.031000000000000014,-0.019000000000000003
2007,LA,0.040999999999999995,0.0,-0.022000000000000006
2008,LA,0.047,0.006000000000000005,-0.010000000000000002
2009,LA,0.068,0.021000000000000005,-0.0040000000000000036
2010,LA,0.075,0.006999999999999992,0.034
2011,LA,0.07400000000000001,-0.000999999999999987,0.033000000000000015
2012,LA,0.067,-0.007000000000000006,0.020000000000000004
2013,LA,0.064,-0.0030000000000000027,-0.0040000000000000036
2014,LA,0.063,-0.0010000000000000009,-0.011999999999999997
2015,LA,0.063,0.0,-0.01100000000000001
2016,LA,0.061,-0.0020000000000000018,-0.006000000000000005
2017,LA,0.051,-0.010000000000000002,-0.013000000000000005
2018,LA,0.048,-0.0029999999999999957,-0.015
2019,LA,0.046,-0.0020000000000000018,-0.017
2020,LA,0.086,0.039999999999999994,0.024999999999999994
2021,LA,0.055999999999999994,-0.03,0.0049999999999999975
2022,LA,0.037000000000000005,-0.01899999999999999,-0.010999999999999996
2023,LA,0.037000000000000005,0.0,-0.008999999999999994
1976,ME,0.087,0.04999999999999999,0.0010000000000000009
1977,ME,0.084,-0.002999999999999989,0.02800000000000001
1978,ME,0.064,-0.020000000000000004,0.026999999999999996
1979,ME,0.066,0.0020000000000000018,0.028999999999999998
1980,ME,0.07400000000000001,0.008000000000000007,-0.012999999999999984
1981,ME,0.07200000000000001,-0.0020000000000000018,-0.011999999999999997
1982,ME,0.086,0.013999999999999985,0.021999999999999992
1983,ME,0.083,-0.002999999999999989,0.017
1984,ME,0.061,-0.022000000000000006,-0.013000000000000012
1985,ME,0.055999999999999994,-0.0050000000000000044,-0.016000000000000014
1986,ME,0.053,-0.0029999999999999957,-0.032999999999999995
1987,ME,0.044000000000000004,-0.008999999999999994,-0.039
1988,ME,0.037000000000000005,-0.006999999999999999,-0.023999999999999994
1989,ME,0.04,0.0029999999999999957,-0.015999999999999993
1990,ME,0.053,0.012999999999999998,0.0
1991,ME,0.078,0.025,0.033999999999999996
1992,ME,0.07400000000000001,-0.00399999999999999,0.037000000000000005
1993,ME,0.068,-0.006000000000000005,0.028000000000000004
1994,ME,0.066,-0.0020000000000000018,0.013000000000000005
1995,ME,0.059000000000000004,-0.006999999999999999,-0.018999999999999996
1996,ME,0.053,-0.006000000000000005,-0.02100000000000001
1997,ME,0.052000000000000005,-0.000999999999999994,-0.016
1998,ME,0.045,-0.007000000000000006,-0.021000000000000005
1999,ME,0.04,-0.0049999999999999975,-0.019000000000000003
2000,ME,0.033,-0.006999999999999999,-0.019999999999999997
2001,ME,0.038,0.0049999999999999975,-0.014000000000000005
2002,ME,0.045,0.006999999999999999,0.0
2003,ME,0.051,0.005999999999999998,0.010999999999999996
2004,ME,0.047,-0.003999999999999997,0.013999999999999999
2005,ME,0.049,0.0020000000000000018,0.011000000000000003
